+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
| COUNT | 1XX |  2XX  |  3XX  |  4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY) |
+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
|     2 |   0 |     2 |     0 |     0 |   0 | POST   | /initialize                   | 0.508 | 1.508 |    2.016 | 1.008 | 1.508 | 1.508 | 1.508 |  0.500 |    18.000 |     18.000 |        36.000 |    18.000 |
|    58 |   0 |    54 |     0 |     4 |   0 | POST   | /api/isu                      | 0.008 | 0.160 |    4.476 | 0.077 | 0.112 | 0.128 | 0.160 |  0.027 |    15.000 |    134.000 |      6546.000 |   112.862 |
| 54678 |   0 | 42790 |     0 | 11883 |   5 | POST   | /api/condition/[0-9a-zA-Z\-]+ | 0.004 | 0.208 | 2599.452 | 0.048 | 0.100 | 0.104 | 0.108 |  0.037 |     0.000 |     14.000 |       630.000 |     0.012 |
|  1299 |   0 |  1007 |     0 |   292 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/graph | 0.004 | 0.412 |   49.554 | 0.038 | 0.088 | 0.112 | 0.176 |  0.038 |     0.000 |   8666.000 |   6084441.000 |  4683.942 |
|    12 |   0 |     0 |     0 |    12 |   0 | GET    | /favicon.ico                  | 0.016 | 0.056 |    0.420 | 0.035 | 0.052 | 0.056 | 0.056 |  0.015 |    24.000 |     24.000 |       288.000 |    24.000 |
|  1460 |   0 |  1401 |     0 |    59 |   0 | GET    | /api/isu                      | 0.008 | 0.208 |   44.385 | 0.030 | 0.056 | 0.076 | 0.136 |  0.025 |     3.000 |   8059.000 |   3397973.000 |  2327.379 |
| 11838 |   0 | 11831 |     0 |     7 |   0 | GET    | /api/trend                    | 0.004 | 0.296 |  358.593 | 0.030 | 0.068 | 0.088 | 0.136 |  0.029 |     0.000 |   4640.000 |  52200417.000 |  4409.564 |
| 12290 |   0 | 11957 |     0 |   331 |   2 | GET    | /api/condition/[0-9a-zA-Z\-]+ | 0.004 | 0.324 |  236.013 | 0.019 | 0.044 | 0.064 | 0.112 |  0.022 |     0.000 |   6175.000 |  60163990.000 |  4895.361 |
|   940 |   0 |   467 |     0 |   473 |   0 | POST   | /api/auth                     | 0.020 | 0.176 |   15.981 | 0.017 | 0.040 | 0.060 | 0.116 |  0.023 |     0.000 |     19.000 |      5428.000 |     5.774 |
|  1575 |   0 |  1399 |     0 |   176 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+       | 0.004 | 0.204 |   23.765 | 0.015 | 0.036 | 0.052 | 0.108 |  0.020 |     0.000 |    134.000 |    170523.000 |   108.269 |
| 12214 |   0 |   609 | 11589 |    16 |   0 | GET    | /                             | 0.024 | 0.184 |  179.698 | 0.015 | 0.036 | 0.052 | 0.092 |  0.019 |     0.000 |    528.000 |    321840.000 |    26.350 |
| 10021 |   0 |  9838 |     0 |   182 |   1 | GET    | /api/isu/[0-9a-zA-Z\-]+/icon  | 0.004 | 0.220 |  146.096 | 0.015 | 0.032 | 0.048 | 0.092 |  0.018 |     0.000 | 135259.000 | 262149539.000 | 26160.018 |
|   346 |   0 |   282 |     0 |    64 |   0 | POST   | /api/signout                  | 0.004 | 0.128 |    4.336 | 0.013 | 0.032 | 0.044 | 0.072 |  0.016 |     0.000 |     21.000 |      1323.000 |     3.824 |
|   627 |   0 |   290 |     0 |   337 |   0 | GET    | /api/user/me                  | 0.004 | 0.132 |    6.797 | 0.011 | 0.028 | 0.040 | 0.088 |  0.017 |    21.000 |     37.000 |     16448.000 |    26.233 |
|    32 |   0 |    32 |     0 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+           | 0.000 | 0.008 |    0.028 | 0.001 | 0.004 | 0.004 | 0.008 |  0.002 |   528.000 |    528.000 |     16896.000 |   528.000 |
|    48 |   0 |    16 |    32 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+/condition | 0.000 | 0.008 |    0.020 | 0.000 | 0.000 | 0.004 | 0.008 |  0.001 |     0.000 |    528.000 |      8448.000 |   176.000 |
| 11989 |   0 |   318 | 11671 |     0 |   0 | GET    | /assets/favicon.d0f5f504.svg  | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |    592.000 |    188256.000 |    15.702 |
| 11989 |   0 |   318 | 11671 |     0 |   0 | GET    | /assets/index.23dac98b.js     | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  26667.000 |   8480106.000 |   707.324 |
| 11989 |   0 |   318 | 11671 |     0 |   0 | GET    | /assets/index.144d8ca8.css    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  19066.000 |   6062988.000 |   505.713 |
| 11855 |   0 |   317 | 11538 |     0 |   0 | GET    | /assets/logo_orange.svg       | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3288.000 |   1042296.000 |    87.920 |
|     3 |   0 |     1 |     2 |     0 |   0 | GET    | /register                     | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |    528.000 |       528.000 |   176.000 |
| 12001 |   0 |   318 | 11683 |     0 |   0 | GET    | /assets/logo_white.svg        | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3285.000 |   1044630.000 |    87.045 |
| 11989 |   0 |   318 | 11671 |     0 |   0 | GET    | /assets/vendor.ee7444dd.js    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 | 743417.000 | 236406606.000 | 19718.626 |
+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
