+-------+-----+-------+-----+------+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+------------+
| COUNT | 1XX |  2XX  | 3XX | 4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
+-------+-----+-------+-----+------+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+------------+
|    57 |   0 |     9 |   0 |   48 |   0 | GET    | /api/trend                    | 0.044 | 1.240 |  50.160 | 0.880 | 1.004 | 1.012 | 1.240 |  0.282 |     0.000 |   4708.000 |    41946.000 |    735.895 |
|     1 |   0 |     1 |   0 |    0 |   0 | POST   | /initialize                   | 0.532 | 0.532 |   0.532 | 0.532 | 0.532 | 0.532 | 0.532 |  0.000 |    23.000 |     23.000 |       23.000 |     23.000 |
|   218 |   0 |   169 |   0 |   49 |   0 | GET    | /api/isu                      | 0.576 | 1.332 |  77.907 | 0.357 | 0.976 | 1.001 | 1.308 |  0.349 |     0.000 |   4612.000 |   442382.000 |   2029.275 |
|  1062 |   0 |   863 |   0 |  199 |   0 | GET    | /api/condition/[0-9a-zA-Z\-]+ | 0.008 | 1.004 | 224.300 | 0.211 | 0.392 | 0.520 | 0.880 |  0.165 |     0.000 |   7243.000 |  5035878.000 |   4741.881 |
|  1145 |   0 |  1039 |   0 |  106 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/icon  | 0.032 | 1.012 | 178.731 | 0.156 | 0.384 | 0.552 | 1.004 |  0.197 |    14.000 | 135259.000 | 27698755.000 |  24191.052 |
|   427 |   0 |   290 |   0 |  137 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/graph | 0.008 | 1.256 |  65.943 | 0.154 | 0.284 | 0.408 | 0.760 |  0.146 |     0.000 |   7647.000 |  1406769.000 |   3294.541 |
|    55 |   0 |    51 |   0 |    4 |   0 | POST   | /api/isu                      | 0.008 | 0.212 |   4.960 | 0.090 | 0.120 | 0.144 | 0.212 |  0.034 |    15.000 |    151.000 |     7122.000 |    129.491 |
|   264 |   0 |   180 |   0 |   84 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+       | 0.004 | 0.500 |  18.204 | 0.069 | 0.192 | 0.240 | 0.400 |  0.085 |    14.000 |    151.000 |    26299.000 |     99.617 |
|   345 |   0 |   121 |   0 |  224 |   0 | POST   | /api/auth                     | 0.004 | 0.448 |   7.936 | 0.023 | 0.056 | 0.136 | 0.252 |  0.052 |     0.000 |     19.000 |     2576.000 |      7.467 |
|    92 |   0 |    37 |   0 |   55 |   0 | GET    | /api/user/me                  | 0.000 | 0.388 |   1.748 | 0.019 | 0.056 | 0.100 | 0.388 |  0.054 |    21.000 |     43.000 |     2517.000 |     27.359 |
|    59 |   0 |    29 |   0 |   30 |   0 | POST   | /api/signout                  | 0.000 | 0.212 |   0.872 | 0.015 | 0.032 | 0.076 | 0.212 |  0.037 |    21.000 |     21.000 |      630.000 |     10.678 |
| 71223 |   0 | 68103 |   0 | 3120 |   0 | POST   | /api/condition/[0-9a-zA-Z\-]+ | 0.012 | 0.668 | 606.875 | 0.009 | 0.024 | 0.076 | 0.100 |  0.025 |     0.000 |     14.000 |      112.000 |      0.002 |
|   122 |   0 |    60 |  62 |    0 |   0 | GET    | /assets/vendor.ee7444dd.js    | 0.000 | 0.020 |   0.312 | 0.003 | 0.008 | 0.012 | 0.016 |  0.004 |     0.000 | 743417.000 | 44605020.000 | 365614.918 |
|   122 |   0 |    60 |  62 |    0 |   0 | GET    | /assets/favicon.d0f5f504.svg  | 0.000 | 0.020 |   0.228 | 0.002 | 0.004 | 0.008 | 0.016 |  0.003 |     0.000 |    592.000 |    35520.000 |    291.148 |
|    59 |   0 |    59 |   0 |    0 |   0 | GET    | /assets/logo_orange.svg       | 0.004 | 0.008 |   0.108 | 0.002 | 0.004 | 0.008 | 0.008 |  0.003 |  3288.000 |   3288.000 |   193992.000 |   3288.000 |
|   122 |   0 |    60 |  62 |    0 |   0 | GET    | /assets/index.23dac98b.js     | 0.000 | 0.016 |   0.196 | 0.002 | 0.004 | 0.008 | 0.012 |  0.003 |     0.000 |  26667.000 |  1600020.000 |  13114.918 |
|   122 |   0 |    60 |  62 |    0 |   0 | GET    | /assets/index.144d8ca8.css    | 0.000 | 0.016 |   0.188 | 0.002 | 0.004 | 0.008 | 0.012 |  0.003 |     0.000 |  19066.000 |  1143960.000 |   9376.721 |
|   122 |   0 |    60 |  62 |    0 |   0 | GET    | /assets/logo_white.svg        | 0.000 | 0.008 |   0.140 | 0.001 | 0.004 | 0.004 | 0.008 |  0.002 |     0.000 |   3285.000 |   197100.000 |   1615.574 |
|   127 |   0 |    97 |  30 |    0 |   0 | GET    | /                             | 0.004 | 0.024 |   0.132 | 0.001 | 0.004 | 0.004 | 0.008 |  0.003 |     0.000 |    528.000 |    51216.000 |    403.276 |
|    18 |   0 |     6 |  12 |    0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+/condition | 0.000 | 0.004 |   0.012 | 0.001 | 0.004 | 0.004 | 0.004 |  0.001 |     0.000 |    528.000 |     3168.000 |    176.000 |
|    12 |   0 |    12 |   0 |    0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+           | 0.004 | 0.004 |   0.008 | 0.001 | 0.004 | 0.004 | 0.004 |  0.001 |   528.000 |    528.000 |     6336.000 |    528.000 |
