+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
| COUNT | 1XX |  2XX  |  3XX  |  4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY) |
+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
|     1 |   0 |     1 |     0 |     0 |   0 | POST   | /initialize                   | 0.553 | 0.553 |    0.553 | 0.553 | 0.553 | 0.553 | 0.553 |  0.000 |    18.000 |     18.000 |        18.000 |    18.000 |
|    60 |   0 |    56 |     0 |     4 |   0 | POST   | /api/isu                      | 0.004 | 0.116 |    4.048 | 0.067 | 0.084 | 0.088 | 0.116 |  0.020 |    15.000 |    137.000 |      6825.000 |   113.750 |
| 48496 |   0 | 33552 |     0 | 14944 |   0 | POST   | /api/condition/[0-9a-zA-Z\-]+ | 0.004 | 0.300 | 2832.872 | 0.058 | 0.100 | 0.104 | 0.108 |  0.041 |     0.000 |     14.000 |       658.000 |     0.014 |
|  2352 |   0 |  1970 |     0 |   382 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/graph | 0.004 | 0.232 |   78.994 | 0.034 | 0.068 | 0.080 | 0.108 |  0.025 |     0.000 |   8716.000 |  12063191.000 |  5128.908 |
|  2993 |   0 |  2915 |     0 |    78 |   0 | GET    | /api/isu                      | 0.000 | 0.308 |   69.476 | 0.023 | 0.040 | 0.048 | 0.072 |  0.015 |     0.000 |   3759.000 |   6722832.000 |  2246.185 |
| 16163 |   0 | 15724 |     0 |   439 |   0 | GET    | /api/condition/[0-9a-zA-Z\-]+ | 0.000 | 0.224 |  166.706 | 0.010 | 0.020 | 0.024 | 0.040 |  0.009 |     0.000 |   6162.000 |  78095627.000 |  4831.753 |
|  3120 |   0 |  2892 |     0 |   228 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+       | 0.008 | 0.148 |   28.984 | 0.009 | 0.020 | 0.024 | 0.040 |  0.009 |    14.000 |    137.000 |    351910.000 |   112.792 |
| 19835 |   0 | 19606 |     0 |   229 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/icon  | 0.004 | 0.208 |  179.312 | 0.009 | 0.016 | 0.024 | 0.036 |  0.008 |     0.000 | 135259.000 | 539810752.000 | 27215.062 |
|  1414 |   0 |   806 |     0 |   608 |   0 | POST   | /api/auth                     | 0.004 | 0.060 |   10.344 | 0.007 | 0.016 | 0.020 | 0.032 |  0.007 |     0.000 |     19.000 |      6992.000 |     4.945 |
|   646 |   0 |   568 |     0 |    78 |   0 | POST   | /api/signout                  | 0.008 | 0.040 |    4.084 | 0.006 | 0.012 | 0.016 | 0.032 |  0.006 |     0.000 |     21.000 |      1638.000 |     2.536 |
| 14840 |   0 | 14840 |     0 |     0 |   0 | GET    | /api/trend                    | 0.000 | 0.216 |   74.990 | 0.005 | 0.012 | 0.016 | 0.028 |  0.006 |  2662.000 |   4716.000 |  67821773.000 |  4570.200 |
| 15501 |   0 |  1185 | 14315 |     1 |   0 | GET    | /                             | 0.000 | 0.088 |   77.842 | 0.005 | 0.012 | 0.016 | 0.028 |  0.007 |     0.000 |    528.000 |    625680.000 |    40.364 |
|  1220 |   0 |   578 |     0 |   642 |   0 | GET    | /api/user/me                  | 0.012 | 0.052 |    5.652 | 0.005 | 0.012 | 0.012 | 0.024 |  0.006 |    21.000 |     41.000 |     31538.000 |    25.851 |
|     3 |   0 |     1 |     2 |     0 |   0 | GET    | /register                     | 0.000 | 0.004 |    0.004 | 0.001 | 0.004 | 0.004 | 0.004 |  0.002 |     0.000 |    528.000 |       528.000 |   176.000 |
|    12 |   0 |    12 |     0 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+           | 0.000 | 0.004 |    0.012 | 0.001 | 0.004 | 0.004 | 0.004 |  0.002 |   528.000 |    528.000 |      6336.000 |   528.000 |
|    18 |   0 |     6 |    12 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+/condition | 0.000 | 0.004 |    0.008 | 0.000 | 0.004 | 0.004 | 0.004 |  0.001 |     0.000 |    528.000 |      3168.000 |   176.000 |
| 14843 |   0 |   606 | 14237 |     0 |   0 | GET    | /assets/logo_orange.svg       | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3288.000 |   1992528.000 |   134.240 |
| 14954 |   0 |   607 | 14347 |     0 |   0 | GET    | /assets/logo_white.svg        | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3285.000 |   1993995.000 |   133.342 |
| 14954 |   0 |   607 | 14347 |     0 |   0 | GET    | /assets/index.23dac98b.js     | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  26667.000 |  16186869.000 |  1082.444 |
| 14954 |   0 |   607 | 14347 |     0 |   0 | GET    | /assets/favicon.d0f5f504.svg  | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |    592.000 |    359344.000 |    24.030 |
| 14954 |   0 |   607 | 14347 |     0 |   0 | GET    | /assets/vendor.ee7444dd.js    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 | 743417.000 | 451254119.000 | 30176.148 |
| 14954 |   0 |   607 | 14347 |     0 |   0 | GET    | /assets/index.144d8ca8.css    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  19066.000 |  11573062.000 |   773.911 |
+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
