+-------+-----+-------+-------+------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
| COUNT | 1XX |  2XX  |  3XX  | 4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY) |
|   352 |   0 |   273 |     0 |   79 |   0 | POST   | /api/signout                  | 0.004 | 0.172 |    2.356 | 0.007 | 0.012 | 0.020 | 0.048 |  0.013 |     0.000 |     21.000 |      1659.000 |     4.713 |
| 12866 |   0 |   585 | 12281 |    0 |   0 | GET    | /                             | 0.004 | 0.140 |   75.740 | 0.006 | 0.012 | 0.020 | 0.048 |  0.010 |     0.000 |    528.000 |    308880.000 |    24.007 |
| 12503 |   0 | 12502 |     0 |    1 |   0 | GET    | /api/trend                    | 0.004 | 0.144 |   66.988 | 0.005 | 0.012 | 0.016 | 0.032 |  0.008 |     0.000 |   4534.000 |  55150520.000 |  4410.983 |
|   629 |   0 |   281 |     0 |  348 |   0 | GET    | /api/user/me                  | 0.000 | 0.128 |    2.912 | 0.005 | 0.012 | 0.016 | 0.024 |  0.007 |    21.000 |     37.000 |     16622.000 |    26.426 |
|     3 |   0 |     1 |     2 |    0 |   0 | GET    | /register                     | 0.004 | 0.004 |    0.004 | 0.001 | 0.004 | 0.004 | 0.004 |  0.002 |     0.000 |    528.000 |       528.000 |   176.000 |
|    12 |   0 |    12 |     0 |    0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+           | 0.004 | 0.004 |    0.012 | 0.001 | 0.004 | 0.004 | 0.004 |  0.002 |   528.000 |    528.000 |      6336.000 |   528.000 |
|    18 |   0 |     6 |    12 |    0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+/condition | 0.000 | 0.004 |    0.008 | 0.000 | 0.004 | 0.004 | 0.004 |  0.001 |     0.000 |    528.000 |      3168.000 |   176.000 |
| 12505 |   0 |   303 | 12202 |    0 |   0 | GET    | /assets/logo_orange.svg       | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3288.000 |    996264.000 |    79.669 |
| 12617 |   0 |   304 | 12313 |    0 |   0 | GET    | /assets/logo_white.svg        | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3285.000 |    998640.000 |    79.150 |
| 12617 |   0 |   304 | 12313 |    0 |   0 | GET    | /assets/vendor.ee7444dd.js    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 | 743417.000 | 225998768.000 | 17912.243 |
| 12617 |   0 |   304 | 12313 |    0 |   0 | GET    | /assets/index.23dac98b.js     | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  26667.000 |   8106768.000 |   642.527 |
| 12617 |   0 |   304 | 12313 |    0 |   0 | GET    | /assets/favicon.d0f5f504.svg  | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |    592.000 |    179968.000 |    14.264 |
| 12617 |   0 |   304 | 12313 |    0 |   0 | GET    | /assets/index.144d8ca8.css    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  19066.000 |   5796064.000 |   459.385 |
+-------+-----+-------+-------+------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
