+-------+-----+-------+-----+------+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+------------+
| COUNT | 1XX |  2XX  | 3XX | 4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
+-------+-----+-------+-----+------+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+------------+--------------+------------+
|   126 |   0 |    57 |   0 |   69 |   0 | GET    | /api/trend                    | 0.020 | 1.316 | 110.755 | 0.879 | 1.004 | 1.008 | 1.168 |  0.244 |     0.000 |   8216.000 |   424074.000 |   3365.667 |
|     1 |   0 |     1 |   0 |    0 |   0 | POST   | /initialize                   | 0.436 | 0.436 |   0.436 | 0.436 | 0.436 | 0.436 | 0.436 |  0.000 |    23.000 |     23.000 |       23.000 |     23.000 |
|   420 |   0 |   363 |   0 |   57 |   0 | GET    | /api/isu                      | 0.012 | 1.240 |  81.269 | 0.193 | 0.448 | 0.772 | 1.000 |  0.224 |     0.000 |   4672.000 |  1078019.000 |   2566.712 |
|  2600 |   0 |  2414 |   0 |  186 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/icon  | 0.012 | 1.168 | 271.439 | 0.104 | 0.204 | 0.364 | 1.060 |  0.176 |     0.000 | 135259.000 | 63535152.000 |  24436.597 |
|  1932 |   0 |  1657 |   0 |  275 |   0 | GET    | /api/condition/[0-9a-zA-Z\-]+ | 0.004 | 1.264 | 173.406 | 0.090 | 0.156 | 0.204 | 0.996 |  0.121 |     0.000 |   7243.000 |  9613783.000 |   4976.078 |
|   715 |   0 |   528 |   0 |  187 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/graph | 0.008 | 1.092 |  61.773 | 0.086 | 0.156 | 0.224 | 0.592 |  0.117 |    14.000 |   7695.000 |  2577421.000 |   3604.785 |
|    55 |   0 |    51 |   0 |    4 |   0 | POST   | /api/isu                      | 0.004 | 0.132 |   4.388 | 0.080 | 0.116 | 0.132 | 0.132 |  0.028 |    15.000 |    154.000 |     7124.000 |    129.527 |
|   105 |   0 |    64 |   0 |   41 |   0 | POST   | /api/signout                  | 0.000 | 1.204 |   5.400 | 0.051 | 0.072 | 0.324 | 0.936 |  0.163 |    21.000 |     21.000 |      840.000 |      8.000 |
|   467 |   0 |   353 |   0 |  114 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+       | 0.724 | 1.040 |  23.044 | 0.049 | 0.100 | 0.140 | 0.284 |  0.083 |     0.000 |    154.000 |    50806.000 |    108.792 |
