+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
| COUNT | 1XX |  2XX  |  3XX  |  4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY) |
|    36 |   0 |    12 |    24 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+/condition | 0.000 | 0.004 |    0.024 | 0.001 | 0.004 | 0.004 | 0.004 |  0.001 |     0.000 |    528.000 |      6336.000 |   176.000 |
|     6 |   0 |     0 |     0 |     6 |   0 | GET    | /.env                         | 0.000 | 0.004 |    0.004 | 0.001 | 0.004 | 0.004 | 0.004 |  0.001 |    24.000 |     24.000 |       144.000 |    24.000 |
|    12 |   0 |     0 |     0 |    12 |   0 | POST   | /                             | 0.000 | 0.004 |    0.004 | 0.000 | 0.000 | 0.004 | 0.004 |  0.001 |    33.000 |     33.000 |       396.000 |    33.000 |
|    24 |   0 |    24 |     0 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+           | 0.000 | 0.004 |    0.008 | 0.000 | 0.000 | 0.004 | 0.004 |  0.001 |   528.000 |    528.000 |     12672.000 |   528.000 |
| 10811 |   0 |   334 | 10477 |     0 |   0 | GET    | /assets/index.23dac98b.js     | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  26667.000 |   8906778.000 |   823.863 |
| 10811 |   0 |   334 | 10477 |     0 |   0 | GET    | /assets/vendor.ee7444dd.js    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 | 743417.000 | 248301278.000 | 22967.466 |
| 10811 |   0 |   334 | 10477 |     0 |   0 | GET    | /assets/favicon.d0f5f504.svg  | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |    592.000 |    197728.000 |    18.290 |
| 10828 |   0 |   334 | 10494 |     0 |   0 | GET    | /assets/logo_white.svg        | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3285.000 |   1097190.000 |   101.329 |
|     3 |   0 |     1 |     2 |     0 |   0 | GET    | /register                     | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |    528.000 |       528.000 |   176.000 |
| 10811 |   0 |   334 | 10477 |     0 |   0 | GET    | /assets/index.144d8ca8.css    | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |  19066.000 |   6368044.000 |   589.034 |
| 10696 |   0 |   333 | 10363 |     0 |   0 | GET    | /assets/logo_orange.svg       | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |     0.000 |   3288.000 |   1094904.000 |   102.366 |
+-------+-----+-------+-------+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+-----------+
