+-------+-----+-------+-----+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+------------+
| COUNT | 1XX |  2XX  | 3XX |  4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY)  |
+-------+-----+-------+-----+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+------------+---------------+------------+
|     1 |   0 |     1 |   0 |     0 |   0 | POST   | /initialize                   | 0.704 | 0.704 |    0.704 | 0.704 | 0.704 | 0.704 | 0.704 |  0.000 |    18.000 |     18.000 |        18.000 |     18.000 |
|   360 |   0 |   281 |   0 |    77 |   2 | GET    | /api/trend                    | 0.004 | 1.016 |  176.785 | 0.491 | 1.000 | 1.004 | 1.008 |  0.354 |     0.000 |   4645.000 |   1252787.000 |   3479.964 |
|    58 |   0 |    54 |   0 |     4 |   0 | POST   | /api/isu                      | 0.008 | 0.212 |    4.468 | 0.077 | 0.108 | 0.132 | 0.212 |  0.034 |    15.000 |    137.000 |      6520.000 |    112.414 |
|   734 |   0 |   685 |   0 |    49 |   0 | GET    | /api/isu                      | 0.048 | 0.716 |   38.972 | 0.053 | 0.104 | 0.144 | 0.272 |  0.055 |     3.000 |   3738.000 |   1420415.000 |   1935.170 |
|   985 |   0 |   734 |   0 |   251 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+/graph | 0.008 | 0.500 |   49.170 | 0.050 | 0.096 | 0.120 | 0.200 |  0.044 |     0.000 |   6987.000 |   3796780.000 |   3854.599 |
|     5 |   0 |     0 |   0 |     5 |   0 | GET    | /favicon.ico                  | 0.016 | 0.100 |    0.244 | 0.049 | 0.100 | 0.100 | 0.100 |  0.030 |    24.000 |     24.000 |       120.000 |     24.000 |
|  6769 |   0 |  6468 |   0 |   300 |   1 | GET    | /api/condition/[0-9a-zA-Z\-]+ | 0.004 | 1.000 |  309.896 | 0.046 | 0.084 | 0.112 | 0.260 |  0.051 |     0.000 |   6342.000 |  32777150.000 |   4842.244 |
| 55661 |   0 | 38482 |   0 | 17176 |   3 | POST   | /api/condition/[0-9a-zA-Z\-]+ | 0.008 | 0.296 | 2365.693 | 0.043 | 0.100 | 0.104 | 0.108 |  0.044 |     0.000 |     14.000 |       266.000 |      0.005 |
|   821 |   0 |   670 |   0 |   151 |   0 | GET    | /api/isu/[0-9a-zA-Z\-]+       | 0.028 | 1.000 |   25.000 | 0.030 | 0.060 | 0.092 | 0.244 |  0.057 |    14.000 |    137.000 |     82096.000 |     99.995 |
|  4375 |   0 |  4223 |   0 |   150 |   2 | GET    | /api/isu/[0-9a-zA-Z\-]+/icon  | 0.004 | 0.912 |  110.002 | 0.025 | 0.048 | 0.072 | 0.168 |  0.044 |    14.000 | 135259.000 | 122301657.000 |  27954.664 |
|   161 |   0 |   109 |   0 |    52 |   0 | POST   | /api/signout                  | 0.012 | 0.276 |    3.580 | 0.022 | 0.040 | 0.084 | 0.256 |  0.045 |    21.000 |     21.000 |      1092.000 |      6.783 |
|   668 |   0 |   268 |   0 |   400 |   0 | POST   | /api/auth                     | 0.004 | 0.420 |   12.660 | 0.019 | 0.040 | 0.052 | 0.180 |  0.035 |     0.000 |     19.000 |      4600.000 |      6.886 |
