+-------+-----+-------+-----+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+
| COUNT | 1XX |  2XX  | 3XX |  4XX  | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |   SUM(BODY)   | AVG(BODY)  |
|  3915 |   0 |  3762 |   0 |   144 |   9 | GET    | /api/isu/[0-9a-zA-Z\-]+/icon  | 0.004 | 1.004 |  131.068 | 0.033 | 0.064 | 0.092 | 0.308 |  0.072 |     14.000 | 135259.000 | 106892213.000 |  27303.247 |
|   633 |   0 |   257 |   0 |   376 |   0 | POST   | /api/auth                     | 0.004 | 0.916 |   17.536 | 0.028 | 0.052 | 0.072 | 0.236 |  0.061 |      0.000 |     19.000 |      4324.000 |      6.831 |
|   268 |   0 |   116 |   0 |   152 |   0 | GET    | /api/user/me                  | 0.008 | 0.317 |    4.825 | 0.018 | 0.036 | 0.068 | 0.192 |  0.035 |     21.000 |     43.000 |      7681.000 |     28.660 |
|   156 |   0 |   107 |   0 |    49 |   0 | POST   | /api/signout                  | 0.004 | 0.172 |    2.300 | 0.015 | 0.040 | 0.044 | 0.076 |  0.019 |      0.000 |     21.000 |      1029.000 |      6.596 |
|   554 |   0 |   142 | 409 |     3 |   0 | GET    | /assets/vendor.ee7444dd.js    | 0.004 | 0.120 |    7.704 | 0.014 | 0.036 | 0.052 | 0.076 |  0.017 | 743417.000 | 743417.000 | 105565427.000 | 190551.312 |
|   554 |   0 |   142 | 411 |     1 |   0 | GET    | /assets/index.23dac98b.js     | 0.004 | 0.104 |    7.656 | 0.014 | 0.040 | 0.056 | 0.084 |  0.018 |  26667.000 |  26667.000 |   3786785.000 |   6835.352 |
|   554 |   0 |   142 | 410 |     2 |   0 | GET    | /assets/favicon.d0f5f504.svg  | 0.004 | 0.116 |    7.564 | 0.014 | 0.040 | 0.056 | 0.080 |  0.018 |    592.000 |    592.000 |     84206.000 |    151.996 |
|   454 |   0 |   141 | 309 |     4 |   0 | GET    | /assets/logo_orange.svg       | 0.004 | 0.112 |    5.876 | 0.013 | 0.036 | 0.048 | 0.076 |  0.017 |   3288.000 |   3288.000 |    463892.000 |   1021.789 |
|   620 |   0 |   258 | 360 |     2 |   0 | GET    | /                             | 0.004 | 0.132 |    7.948 | 0.013 | 0.032 | 0.048 | 0.096 |  0.019 |    528.000 |    528.000 |    136366.000 |    219.945 |
|   554 |   0 |   142 | 410 |     2 |   0 | GET    | /assets/index.144d8ca8.css    | 0.004 | 0.100 |    7.004 | 0.013 | 0.036 | 0.052 | 0.076 |  0.017 |  19066.000 |  19066.000 |   2707514.000 |   4887.209 |
|   556 |   0 |   142 | 411 |     3 |   0 | GET    | /assets/logo_white.svg        | 0.004 | 0.152 |    6.452 | 0.012 | 0.036 | 0.044 | 0.068 |  0.016 |   3285.000 |   3285.000 |    466683.000 |    839.358 |
|    20 |   0 |    20 |   0 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+           | 0.000 | 0.004 |    0.012 | 0.001 | 0.004 | 0.004 | 0.004 |  0.001 |    528.000 |    528.000 |     10560.000 |    528.000 |
|    30 |   0 |    10 |  20 |     0 |   0 | GET    | /isu/[0-9a-zA-Z\-]+/condition | 0.000 | 0.004 |    0.012 | 0.000 | 0.000 | 0.004 | 0.004 |  0.001 |      0.000 |    528.000 |      5280.000 |    176.000 |
|     3 |   0 |     1 |   2 |     0 |   0 | GET    | /register                     | 0.000 | 0.000 |    0.000 | 0.000 | 0.000 | 0.000 | 0.000 |  0.000 |      0.000 |    528.000 |       528.000 |    176.000 |
+-------+-----+-------+-----+-------+-----+--------+-------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+---------------+------------+
